id,kernel,grid,block,stage,family,module,nvtx,duration_ns,dram_bytes,bf16_flops,fp32_flops,dram_util_pct,tensor_active_pct
57,ampere_bf16_s1688gemm_bf16_64x128_sliced1x2_ldg8_relu_f2f_tn,"(18, 6, 5)","(128, 1, 1)",vlm,FFN down,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.mlp.fc2,vlm|FFN down|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.3.mlp.fc2,83904.0,20525056.0,7927234560.0,24772608.0,28.35,81.49
58,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6656.0,3970688.0,0.0,1769472.0,69.54,0.0
59,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.layer_norm1,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.layer_norm1,6432.0,2005888.0,0.0,22656768.0,36.38,0.0
60,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 7, 1)","(128, 1, 1)",vlm,QKV,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.qkv_proj,vlm|QKV|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.qkv_proj,66592.0,12178816.0,6115295232.0,5308416.0,21.2,79.81
61,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn,5536.0,2075392.0,0.0,0.0,43.83,0.0
62,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn,5536.0,2076928.0,0.0,0.0,43.79,0.0
63,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn,5536.0,2076800.0,0.0,0.0,43.94,0.0
64,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 3, 16)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn,30208.000000000004,6244608.0,1207959552.0,15237120.0,23.98,34.22
65,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 3, 1)","(128, 1, 1)",vlm,O projection,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.proj,vlm|O projection|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.self_attn.proj,28096.000000000004,5557248.0,2038431744.0,1769472.0,22.96,63.73
66,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6656.0,3960704.0,0.0,1769472.0,69.27,0.0
67,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.layer_norm2,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.layer_norm2,6272.0,2004608.0,0.0,22656768.0,37.19,0.0
68,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 9, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.mlp,77312.00000000001,14615424.0,7700742144.0,6684672.0,21.92,87.13
69,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(3228, 1, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.mlp,10784.0,7229312.0,0.0,70643100.0,77.89,0.0
70,ampere_bf16_s1688gemm_bf16_64x128_sliced1x2_ldg8_relu_f2f_tn,"(18, 6, 5)","(128, 1, 1)",vlm,FFN down,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.mlp.fc2,vlm|FFN down|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.4.mlp.fc2,84096.0,20525952.0,7927234560.0,24772608.0,28.29,81.28
71,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6688.0,3966720.0,0.0,1769472.0,69.47,0.0
72,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.layer_norm1,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.layer_norm1,6464.0,2004608.0,0.0,22656768.0,36.09,0.0
73,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 7, 1)","(128, 1, 1)",vlm,QKV,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.qkv_proj,vlm|QKV|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.qkv_proj,66720.0,12176512.0,6115295232.0,5308416.0,21.16,79.6
74,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn,5632.000000000001,2075136.0,0.0,0.0,43.01,0.0
75,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn,5504.0,2075392.0,0.0,0.0,43.98,0.0
76,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn,5504.0,2074624.0,0.0,0.0,43.89,0.0
77,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 3, 16)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn,30144.0,6192512.0,1207959552.0,15237120.0,23.83,34.32
78,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 3, 1)","(128, 1, 1)",vlm,O projection,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.proj,vlm|O projection|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.self_attn.proj,27808.000000000004,5554560.0,2038431744.0,1769472.0,23.17,64.42
79,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6624.0,3978368.0,0.0,1769472.0,70.38,0.0
80,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.layer_norm2,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.layer_norm2,6528.0,2004992.0,0.0,22656768.0,35.83,0.0
81,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 9, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.mlp,76704.0,14617088.0,7700742144.0,6684672.0,22.1,87.34
82,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(3228, 1, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.mlp,10784.0,7223040.0,0.0,70508182.0,77.75,0.0
83,ampere_bf16_s1688gemm_bf16_64x128_sliced1x2_ldg8_relu_f2f_tn,"(18, 6, 5)","(128, 1, 1)",vlm,FFN down,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.mlp.fc2,vlm|FFN down|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.5.mlp.fc2,83904.0,20525696.0,7927234560.0,24772608.0,28.35,81.35
84,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6848.0,3968896.0,0.0,1769472.0,67.57,0.0
85,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.layer_norm1,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.layer_norm1,6400.000000000001,2002816.0,0.0,22656768.0,36.6,0.0
86,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 7, 1)","(128, 1, 1)",vlm,QKV,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.qkv_proj,vlm|QKV|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.qkv_proj,66400.0,12177792.0,6115295232.0,5308416.0,21.26,79.9
87,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn,5408.000000000001,2074368.0,0.0,0.0,44.74,0.0
88,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn,5568.000000000001,2075264.0,0.0,0.0,43.6,0.0
89,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn,5472.0,2074112.0,0.0,0.0,44.26,0.0
90,"void pytorch_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<96, 128, 64, 4, 0, 0, cutlass::bfloat16_t, Flash_kernel_traits<96, 128, 64, 4, cutlass::bfloat16_t>>, 0, 0, 0, 0, 0, 0, 0, 0>(pytorch_flash::Flash_fwd_params)","(2, 3, 16)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn,30400.0,6227840.0,1207959552.0,15237120.0,23.78,34.02
91,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 3, 1)","(128, 1, 1)",vlm,O projection,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.proj,vlm|O projection|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.self_attn.proj,27840.0,5550208.0,2038431744.0,1769472.0,23.12,64.38
92,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6848.0,3961088.0,0.0,1769472.0,67.63,0.0
93,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.layer_norm2,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.layer_norm2,6400.000000000001,2003968.0,0.0,22656768.0,36.68,0.0
94,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 9, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.mlp,77120.0,14611072.0,7700742144.0,6684672.0,21.96,87.05
95,"void at::vectorized_elementwise_kernel<4, at::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::GeluType)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, 2>>(int, T2, T3)","(3228, 1, 1)","(128, 1, 1)",vlm,FFN up,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.mlp,vlm|FFN up|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.mlp,10880.0,7223424.0,0.0,70609920.0,77.08,0.0
96,ampere_bf16_s1688gemm_bf16_64x128_sliced1x2_ldg8_relu_f2f_tn,"(18, 6, 5)","(128, 1, 1)",vlm,FFN down,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.mlp.fc2,vlm|FFN down|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.6.mlp.fc2,83520.0,20529152.0,7927234560.0,24772608.0,28.48,81.78
97,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::BFloat16>, std::array<char *, 3>>(int, T2, T3)","(864, 1, 1)","(128, 1, 1)",vlm,Other,prefix,vlm|Other|prefix,6656.0,3970432.0,0.0,1769472.0,69.64,0.0
98,"void at::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, 0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)","(768, 1, 1)","(32, 4, 1)",vlm,Norm / residual,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.layer_norm1,vlm|Norm-residual|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.layer_norm1,6400.000000000001,2002688.0,0.0,22656768.0,36.43,0.0
99,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_tn_align8>(T1::Params),"(96, 7, 1)","(128, 1, 1)",vlm,QKV,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn.qkv_proj,vlm|QKV|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn.qkv_proj,66784.0,12189696.0,6115295232.0,5308416.0,21.16,79.9
100,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn,5536.0,2077952.0,0.0,0.0,43.89,0.0
101,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","(1728, 1, 1)","(128, 1, 1)",vlm,Vision attention,paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn,vlm|Vision attention|paligemma_with_expert.paligemma.model.vision_tower.vision_model.encoder.layers.7.self_attn,5600.000000000001,2075648.0,0.0,0.0,43.54,0.0
